X1	X2	Y
0.88	0.55	2
3.09	-0.34	2
9.92	-4.46	2
2.51	-0.36	2
5.13	-1.86	2
-3.79	2.05	2
1.91	-3.05	2
3.67	-0.77	2
17.48	-5.08	2
7.70	-1.25	2
-3.81	0.70	2
2.87	-0.60	2
15.06	-3.92	2
12.85	-5.11	2
-16.06	4.23	2
-9.17	2.58	2
-11.16	4.46	2
-16.68	4.15	2
-10.20	2.22	2
-2.35	0.40	2
8.66	-3.05	2
-7.05	1.49	2
5.75	-0.38	2
-9.57	2.89	2
-1.85	0.59	2
8.63	-0.86	2
-4.32	0.98	2
-4.83	3.58	2
-14.43	3.67	2
-2.65	-0.29	2
-12.46	0.64	2
25.69	-5.65	2
16.37	-3.21	2
10.58	-3.50	2
1.84	-1.39	2
-1.02	-1.48	2
15.04	-2.99	2
2.44	-0.92	2
12.07	-4.58	2
-14.57	3.47	2
-9.20	0.99	2
2.06	-1.36	2
1.02	-0.65	2
-2.85	1.21	2
-12.99	3.95	2
-10.57	2.99	2
-18.18	4.26	2
-0.44	-0.67	2
8.34	-1.72	2
23.33	-5.42	2
-14.28	4.07	2
11.85	-3.50	2
-14.84	3.18	2
-2.70	0.22	2
14.35	-2.81	2
7.45	-0.97	2
-4.78	1.07	2
6.21	-1.05	2
8.96	-1.77	2
2.94	-0.72	2
2.26	0.29	2
3.51	-0.18	2
3.53	-0.88	2
-3.77	0.10	2
-18.98	5.34	2
-4.92	2.09	2
-12.67	4.35	2
5.97	-1.03	2
6.96	-1.38	2
-7.08	2.07	2
-1.47	-0.21	2
3.60	-1.60	2
14.85	-5.14	2
13.20	-5.05	2
-5.63	1.65	2
11.08	-3.00	2
2.23	0.34	2
1.45	0.97	2
2.52	0.13	2
-6.66	3.47	2
5.24	-1.06	2
-6.01	2.69	2
3.75	-1.96	2
-11.52	3.40	2
8.52	-2.74	2
-5.85	3.52	2
11.85	-2.87	2
-9.43	3.23	2
4.37	-1.58	2
-28.55	7.31	2
7.12	-1.64	2
2.44	-0.74	2
2.44	0.30	2
1.70	-0.63	2
-17.31	4.73	2
-3.65	2.04	2
1.86	-1.91	2
-3.04	0.06	2
1.76	-0.89	2
5.15	-1.66	2
17.31	-4.85	2
0.91	0.85	2
10.68	-3.03	2
-3.68	2.00	2
16.49	-6.22	2
6.15	-2.64	2
2.95	-1.22	2
-2.95	1.85	2
-9.84	3.60	2
22.44	-5.39	2
-3.90	-0.05	2
-7.80	1.29	2
-5.79	2.75	2
-3.06	1.39	2
-5.35	1.11	2
28.26	-6.98	2
13.99	-1.45	2
-0.56	-1.59	2
-1.42	-1.75	2
8.36	-1.29	2
14.70	-2.59	2
-13.46	2.54	2
17.42	-5.41	2
5.13	0.51	2
-5.44	-0.65	2
-4.26	1.15	2
8.38	-2.15	2
-0.32	0.48	2
6.29	-3.10	2
-5.30	1.49	2
-5.33	0.71	2
0.11	-0.17	2
-16.04	4.74	2
14.99	-4.30	2
10.56	-3.05	2
-0.39	0.00	2
-0.44	1.98	2
6.22	-1.87	2
5.58	2.11	2
-8.08	2.33	2
-7.58	1.42	2
-4.01	1.14	2
-13.69	3.83	2
1.75	-0.62	2
-8.29	3.11	2
4.45	-1.26	2
-4.12	0.96	2
13.72	-4.15	2
-4.73	1.46	2
13.68	-3.50	2
2.51	0.24	2
-0.57	-0.05	2
-11.56	2.34	2
10.32	-1.56	2
23.21	-5.87	2
3.81	-2.11	2
-9.26	3.58	2
-9.68	2.07	2
-6.36	2.76	2
10.70	-3.92	2
-16.04	3.97	2
1.36	-1.31	2
0.29	0.12	2
2.15	-0.59	2
5.85	-2.30	2
-0.83	-1.98	2
-5.77	0.43	2
-4.54	1.14	2
-1.61	-0.76	2
-13.72	2.82	2
7.94	-4.32	2
-9.50	3.95	2
0.72	-1.06	2
10.81	-2.17	2
12.29	-3.33	2
15.48	-3.44	2
13.64	-2.52	2
5.44	-0.26	2
4.98	-0.41	2
13.97	-2.75	2
4.03	-1.17	2
-7.36	0.40	2
-15.52	3.74	2
-3.75	0.74	2
1.78	0.74	2
0.65	-0.21	2
15.69	-3.06	2
18.66	-4.31	2
8.44	-2.45	2
-7.36	-0.50	2
0.17	1.52	2
-3.27	1.32	2
-3.22	1.33	2
5.40	-0.94	2
-1.27	-1.39	2
10.05	-4.25	2
11.66	-2.33	2
-13.49	4.51	2
-0.61	0.70	2
4.72	-1.23	2
-16.84	5.18	2
0.67	0.11	2
10.04	-3.03	2
-0.58	-0.11	2
-6.69	0.53	2
-17.36	4.36	2
11.98	-3.07	2
-10.36	4.40	2
4.24	-1.51	2
-5.60	1.56	2
-0.91	0.74	2
0.17	1.32	2
-5.19	2.87	2
-9.25	2.17	2
2.50	-0.29	2
-10.48	2.53	2
1.35	-1.27	2
2.92	-0.89	2
4.57	-1.58	2
-14.40	5.49	2
-2.08	0.82	2
4.94	-1.50	2
12.69	-3.48	2
12.30	-2.60	2
19.81	-4.80	2
16.38	-2.96	2
-0.38	0.02	2
-0.83	1.39	2
6.78	-2.38	2
-6.08	2.48	2
-3.49	0.09	2
10.44	-2.89	2
-13.25	4.02	2
8.17	-2.11	2
-17.05	3.22	2
14.42	-5.07	2
-1.26	-0.86	2
-8.06	2.38	2
7.48	-2.15	2
17.88	-3.72	2
-2.97	0.84	2
10.11	-3.00	2
-16.66	3.09	2
9.48	-0.34	2
-3.49	0.76	2
-5.07	2.06	2
-3.95	1.30	2
20.90	-3.70	2
2.43	1.47	2
-4.51	1.43	2
7.86	-0.36	2
-12.51	4.48	2
-1.48	-0.90	2
-0.53	-0.55	2
1.02	-0.01	2
9.97	-1.58	2
6.21	-0.90	2
10.32	-1.62	2
-10.58	3.99	2
15.14	-2.26	2
0.92	0.55	2
-8.73	3.14	2
-1.88	1.18	2
8.35	-0.35	2
-2.85	0.44	2
7.99	-1.22	2
2.06	1.05	2
8.61	-2.35	2
18.85	-3.26	2
-8.71	2.84	2
-5.51	2.43	2
-16.95	3.90	2
-1.37	0.34	2
14.57	-4.01	2
-3.65	2.33	2
16.61	-6.16	2
-0.52	-0.83	2
2.30	-0.01	2
-2.81	0.60	2
3.46	-0.64	2
4.93	-0.24	2
-19.76	4.61	2
0.50	-1.70	2
0.37	1.00	2
-16.98	2.94	2
-12.04	4.27	2
8.03	-2.17	2
5.11	-0.84	2
-1.38	0.75	2
-1.54	-0.34	2
-0.07	0.94	2
2.96	-1.98	2
4.72	-1.21	2
-3.86	2.33	2
4.62	-0.93	2
-9.78	1.86	2
5.06	-0.82	2
-14.96	4.24	2
-2.01	-0.14	2
-11.16	2.92	2
-7.29	1.09	2
-18.65	3.98	2
6.38	-0.27	2
25.19	-6.11	2
5.82	-1.80	2
-12.78	2.05	2
-13.81	2.50	2
-18.87	6.23	2
11.40	-1.81	2
-2.14	-0.79	2
20.14	-5.13	2
-2.47	1.24	2
-9.05	2.78	2
-5.42	3.02	2
-10.92	0.98	2
4.57	-1.12	2
-5.22	-0.10	2
14.47	-4.18	2
-1.22	-0.40	2
-4.76	-0.41	2
3.91	-2.07	2
-6.95	3.51	2
-14.56	3.09	2
12.31	-2.12	2
16.34	-4.67	2
-14.60	4.77	2
8.46	-0.19	2
9.51	-0.46	2
18.22	-6.16	2
1.57	1.79	2
6.57	-3.15	2
-11.16	1.54	2
9.70	-1.62	2
7.92	-3.29	2
8.18	-2.29	2
-6.44	1.43	2
2.00	-0.92	2
7.82	-2.33	2
-12.07	1.63	2
4.32	-1.75	2
-13.09	3.95	2
-0.73	1.39	2
-1.65	1.30	2
-5.88	1.84	2
1.62	1.25	2
12.03	-3.69	2
14.78	-4.21	2
-10.74	1.34	2
-7.50	2.16	2
0.76	0.85	2
-7.55	2.21	2
-6.80	2.55	2
-4.09	-0.09	2
3.57	-0.43	2
-19.57	4.39	2
16.30	-3.07	2
-7.91	1.67	2
6.77	-2.23	2
-1.02	0.38	2
11.59	-2.02	2
8.19	-3.15	2
-5.32	1.06	2
1.60	1.20	2
4.27	-0.17	2
8.34	-2.43	2
3.68	0.93	2
4.72	-0.56	2
6.34	-3.70	2
1.03	1.74	2
0.66	0.38	2
-10.82	3.52	2
7.77	-1.36	2
17.44	-4.42	2
5.62	-2.87	2
9.18	-2.88	2
6.68	-0.37	2
0.99	-1.73	2
-2.70	0.59	2
1.13	0.08	2
-2.96	1.23	2
8.83	-3.15	2
-7.04	1.29	2
-8.52	2.34	2
6.82	-1.56	2
13.80	-2.50	2
1.27	1.34	2
-12.15	2.98	2
14.91	-4.62	2
-0.51	-0.36	2
-0.56	-0.80	2
-5.64	2.52	2
-6.08	1.87	2
11.39	-2.38	2
-5.68	1.57	2
5.72	-2.45	2
10.27	-2.84	2
-1.74	0.61	2
10.95	-2.33	2
-4.99	1.95	2
1.23	-0.75	2
-0.67	-0.24	2
19.24	-4.83	2
6.04	-2.85	2
-3.78	-0.39	2
20.33	-4.65	2
-2.98	-0.81	2
-0.86	1.63	2
-10.48	1.69	2
2.34	-0.29	2
-0.50	-0.84	2
-1.41	0.99	2
3.95	-2.41	2
-0.87	-1.43	2
-3.19	-0.97	2
-5.13	1.30	2
7.51	0.12	2
0.71	0.77	2
-3.97	-0.71	2
-5.33	1.57	2
15.45	-3.54	2
-6.58	1.39	2
19.40	-4.58	2
2.17	-2.87	2
9.22	-2.65	2
9.25	-3.73	2
3.36	-0.09	2
7.46	-2.09	2
-1.99	2.10	2
8.29	-1.37	2
10.09	-1.34	2
4.14	-1.52	2
-5.37	3.19	2
-5.43	0.96	2
11.00	-3.60	2
0.84	0.41	2
14.80	-3.50	2
-22.72	4.65	2
4.22	-0.32	2
-5.42	1.28	2
3.32	-0.23	2
6.82	-0.65	2
6.08	-1.88	2
-18.75	3.76	2
-12.54	5.21	2
-1.10	-0.34	2
0.09	2.10	2
2.17	-0.26	2
1.47	-1.38	2
-2.78	-0.46	2
-7.62	0.93	2
-15.13	1.58	2
5.89	-0.20	2
-20.07	5.81	2
15.69	-3.33	2
-7.59	1.59	2
-3.87	2.55	2
-9.73	1.60	2
1.21	-1.49	2
-13.72	2.23	2
-2.94	1.08	2
2.74	-0.92	2
5.09	-0.51	2
4.78	-2.43	2
-9.68	3.73	2
-2.45	1.50	2
9.56	-2.40	2
-2.44	0.52	2
5.67	-1.81	2
10.58	-2.86	2
3.69	2.00	2
-1.78	0.07	2
-0.09	-0.15	2
7.47	-1.65	2
-7.21	0.20	2
5.46	-1.99	2
2.18	-0.55	2
2.42	0.83	2
1.45	-1.54	2
-5.44	1.60	2
-3.86	-1.32	2
0.03	-0.07	2
0.59	-0.21	2
3.04	0.53	2
2.21	-2.87	2
0.46	0.77	2
-3.26	1.38	2
-7.80	0.40	2
17.31	-2.82	2
-2.11	2.23	2
13.69	-4.38	2
-5.82	1.56	2
5.39	-1.99	2
-4.05	1.84	2
-5.15	2.45	2
23.29	-7.30	2
12.81	-2.53	2
3.56	-1.46	2
3.16	0.10	2
0.83	0.51	2
-1.06	0.01	2
8.47	-1.90	2
-5.90	1.42	2
9.91	-2.76	2
13.37	-4.66	2
6.07	-0.74	2
-5.90	0.76	2
-7.07	1.57	2
-5.68	2.03	2
7.72	-3.54	2
-3.29	-0.51	2
-4.33	0.94	2
4.91	-2.86	2
7.88	-0.94	2
-11.03	2.95	2
-4.12	0.48	2
6.99	-1.86	2
-1.55	-0.91	2
6.68	-2.59	2
-0.17	1.14	2
2.83	0.21	2
3.93	-1.73	2
11.91	-4.36	2
6.31	-2.17	2
-9.60	1.05	2
-5.87	1.33	2
5.27	-3.02	2
-9.93	3.34	2
-1.75	0.51	2
10.65	-4.91	2
2.52	0.14	2
-19.56	5.29	2
8.72	-2.00	2
-9.60	2.86	2
-3.43	2.92	2
2.36	-0.96	2
11.19	-1.17	2
-2.43	1.32	2
10.53	-4.40	2
10.52	-2.56	2
-8.38	4.48	2
-8.46	2.77	2
-4.33	-1.06	2
-4.03	2.44	2
-5.17	2.06	2
2.07	-0.68	2
14.00	-2.73	2
-10.21	2.28	2
3.03	-1.64	2
2.63	-0.29	2
-1.00	-0.19	2
0.86	-0.98	2
-5.44	3.03	2
-3.06	1.79	2
20.13	-3.36	2
11.60	-1.81	2
-17.29	5.54	2
-11.72	4.37	2
-8.44	2.88	2
-9.69	2.86	2
5.68	-0.38	2
3.13	-0.98	2
-19.09	6.24	2
10.59	-4.58	2
1.37	0.22	2
23.09	-5.17	2
1.77	1.59	2
7.94	-1.46	2
-11.97	5.09	2
11.96	-3.88	2
-2.99	0.32	2
-12.40	2.50	2
2.74	0.20	2
17.31	-3.11	2
-8.17	3.90	2
-12.09	4.29	2
0.80	0.96	2
-4.60	2.64	2
-15.12	4.41	2
-6.09	2.22	2
12.04	-1.72	2
3.73	-0.35	2
12.75	-2.24	2
-8.44	2.16	2
21.96	-6.81	2
-7.78	2.32	2
-3.53	1.42	2
2.01	-2.16	2
13.98	-5.05	2
9.02	-0.21	2
-1.00	-0.40	2
-8.05	1.80	2
7.54	-1.19	2
-7.83	2.17	2
3.02	-0.23	2
0.09	-0.36	2
-13.97	2.76	2
-7.94	1.80	2
14.31	-2.07	2
-2.52	0.94	2
9.53	-1.49	2
6.94	-3.00	2
-2.51	-0.23	2
-1.21	1.39	2
-12.17	4.39	2
-7.10	2.98	2
-10.07	1.63	2
-15.72	1.88	2
-24.63	5.51	2
0.91	0.09	2
10.73	-1.32	2
-4.99	1.57	2
-14.79	5.04	2
-8.99	1.89	2
-15.55	3.04	2
5.97	-2.16	2
-4.21	0.79	2
-1.75	1.28	2
9.40	-1.73	2
-0.44	0.32	2
-13.66	3.58	2
6.51	-3.17	2
-2.21	1.32	2
-0.70	1.69	2
15.00	-3.07	2
-15.16	3.91	2
-3.86	2.23	2
-6.94	1.32	2
2.59	0.20	2
-11.14	3.93	2
-7.94	4.64	2
-6.84	3.86	2
5.59	-1.59	2
11.71	-2.84	2
4.14	-1.08	2
-22.01	6.89	2
0.34	0.49	2
8.50	-2.68	2
-4.65	-0.04	2
4.88	-1.03	2
-8.88	2.40	2
13.51	-4.31	2
5.14	-2.46	2
-5.95	1.46	2
9.96	-1.21	2
15.50	-3.54	2
13.27	-4.25	2
-5.59	1.85	2
-2.38	0.86	2
-0.74	1.47	2
-12.08	3.53	2
-17.36	4.76	2
-0.06	-0.65	2
-4.96	2.20	2
-9.74	3.38	2
1.62	-0.58	2
6.42	-0.83	2
0.04	-0.23	2
-7.13	2.99	2
-14.84	4.70	2
1.68	-1.37	2
-5.96	3.31	2
12.30	-4.89	2
7.46	-0.67	2
10.39	-2.36	2
9.35	-3.67	2
-9.64	2.95	2
2.58	-0.12	2
3.78	-0.60	2
-14.32	1.12	2
5.34	-0.66	2
1.29	0.03	2
-0.32	-0.35	2
-5.80	1.52	2
4.65	-3.03	2
-7.14	1.11	2
-5.48	-0.15	2
-11.33	2.74	2
-11.59	4.35	2
-3.18	0.58	2
-6.94	1.90	2
-0.90	-1.54	2
0.33	0.05	2
-7.48	1.42	2
-4.87	1.74	2
-5.48	2.39	2
8.70	-2.37	2
-3.81	1.48	2
-17.45	4.48	2
-1.25	-0.05	2
-13.77	2.78	2
8.89	-3.65	2
-3.55	0.26	2
-8.09	1.81	2
-2.03	0.80	2
5.33	-0.85	2
3.52	-0.12	2
-2.95	0.54	2
0.48	-0.84	2
-9.75	1.86	2
4.02	-1.73	2
1.32	-1.57	2
12.55	-2.72	2
1.87	-0.26	2
0.79	1.21	2
12.09	-5.08	2
0.66	-0.88	2
-6.02	0.42	2
-5.77	1.87	2
-1.07	1.79	2
-3.77	1.99	2
-0.33	1.60	2
-7.10	2.39	2
7.29	-1.25	2
-4.95	2.69	2
-11.68	3.29	2
-7.79	1.34	2
-16.19	5.44	2
-14.18	2.55	2
12.26	-1.26	2
1.92	-1.44	2
-3.12	0.58	2
3.17	-2.26	2
-9.45	3.32	2
10.21	-3.02	2
-6.03	1.64	2
2.14	0.03	2
4.31	-0.83	2
-1.59	0.85	2
-2.06	0.97	2
-12.02	2.56	2
-11.57	2.25	2
0.37	0.65	3
-2.52	10.59	3
-2.54	8.83	3
3.25	-10.99	3
-3.55	13.52	3
-0.22	0.21	3
-5.03	17.85	3
3.33	-12.37	3
2.04	-9.68	3
-2.62	15.12	3
-3.88	17.86	3
-2.41	2.24	3
-1.58	5.46	3
-2.67	9.91	3
-0.80	-2.18	3
3.19	-13.98	3
-2.12	8.99	3
-2.41	2.85	3
-2.21	13.89	3
-0.06	4.38	3
3.18	-11.35	3
2.54	-4.56	3
-2.00	-0.53	3
2.21	-5.14	3
1.30	-8.25	3
-1.64	1.54	3
0.56	-1.11	3
-1.50	11.38	3
1.96	-9.50	3
-4.18	15.90	3
-1.95	8.34	3
-1.67	7.06	3
5.30	-15.42	3
-0.81	7.56	3
-2.83	10.13	3
-0.88	2.20	3
-6.18	20.08	3
-2.29	9.19	3
-1.23	0.60	3
1.49	-7.01	3
4.21	-13.80	3
2.20	-12.64	3
0.04	2.05	3
-3.88	9.45	3
-0.61	1.32	3
-2.55	6.98	3
-0.23	1.87	3
1.41	-2.49	3
-1.32	7.56	3
0.74	0.08	3
0.53	1.64	3
0.74	0.06	3
3.23	-5.55	3
0.54	-5.75	3
1.41	-2.28	3
-5.56	17.23	3
-3.92	14.44	3
2.86	-15.73	3
-4.22	16.36	3
4.00	-12.56	3
4.09	-11.71	3
-1.03	-0.07	3
1.60	-12.70	3
0.05	-5.25	3
-1.52	2.22	3
2.29	-8.01	3
-1.53	5.33	3
0.67	-1.08	3
-5.29	17.18	3
2.71	-12.70	3
1.51	2.37	3
5.26	-13.36	3
-1.58	10.25	3
0.30	-2.26	3
1.83	-5.45	3
1.51	-14.10	3
1.45	-5.73	3
-3.46	13.80	3
3.74	-12.70	3
0.40	-1.80	3
-5.21	12.02	3
3.24	-16.85	3
1.60	-5.42	3
1.49	-1.50	3
6.03	-21.60	3
-6.15	26.94	3
0.35	2.12	3
-3.22	10.61	3
1.99	-4.16	3
-3.78	9.38	3
0.47	0.28	3
-1.88	10.02	3
1.12	-5.07	3
1.85	1.53	3
-2.82	9.92	3
3.04	-10.56	3
-0.19	-0.92	3
4.91	-10.88	3
-4.01	10.49	3
0.29	1.46	3
-0.05	4.34	3
0.74	-4.73	3
6.69	-22.60	3
0.20	-5.34	3
4.20	-15.28	3
-4.34	12.00	3
1.34	-5.81	3
-2.62	15.03	3
1.41	-7.65	3
-2.79	10.25	3
2.74	-8.15	3
-2.13	7.69	3
1.17	-6.70	3
-1.46	-1.76	3
-2.40	6.34	3
1.42	-0.37	3
4.25	-12.63	3
0.31	1.72	3
1.72	-5.38	3
-0.80	3.53	3
-0.60	-3.64	3
-4.99	6.42	3
0.92	-5.13	3
-0.39	7.91	3
2.49	-11.77	3
-3.49	10.15	3
3.05	-7.65	3
-0.35	-1.17	3
4.60	-12.08	3
2.75	-5.26	3
3.72	-12.61	3
2.90	-10.52	3
0.92	-9.64	3
2.87	-10.44	3
0.85	-2.36	3
-1.01	-0.96	3
3.97	-14.30	3
-3.90	13.41	3
0.74	-5.30	3
-1.38	4.00	3
-5.18	16.35	3
4.39	-14.77	3
-0.53	-1.29	3
0.45	-3.17	3
-1.99	6.08	3
5.71	-16.04	3
4.44	-16.82	3
0.66	1.81	3
-3.26	8.51	3
3.46	-9.38	3
-0.91	-6.27	3
2.74	-13.22	3
3.39	-12.83	3
3.23	-13.95	3
2.91	-13.63	3
-0.10	-7.22	3
0.24	-5.52	3
3.62	-5.10	3
-1.68	9.59	3
0.32	2.41	3
2.82	-2.18	3
1.31	-2.95	3
-0.78	1.43	3
-1.08	7.48	3
-3.54	6.91	3
-2.37	10.07	3
1.19	-0.33	3
2.10	-5.27	3
0.56	1.25	3
-2.33	7.33	3
-0.13	-0.68	3
3.08	-13.05	3
2.09	-3.03	3
-0.26	2.87	3
0.58	1.19	3
-0.46	1.98	3
-2.23	8.89	3
2.53	-10.21	3
1.92	-2.41	3
1.59	-5.51	3
-6.17	21.90	3
1.14	-5.01	3
-4.86	15.44	3
-1.91	6.27	3
3.00	-8.50	3
-2.13	4.42	3
1.37	-2.18	3
-3.26	13.53	3
-2.72	12.78	3
-1.08	-1.26	3
-0.49	7.39	3
2.26	-10.39	3
4.13	-12.95	3
-0.93	6.42	3
0.08	0.35	3
2.27	-7.38	3
-4.50	16.20	3
-1.55	4.36	3
-4.79	10.61	3
-0.93	3.87	3
3.32	-14.10	3
-3.88	9.75	3
-4.09	16.37	3
0.76	3.49	3
1.58	-8.49	3
-0.95	6.77	3
-0.54	0.70	3
0.28	1.89	3
-4.03	16.18	3
-0.57	-0.98	3
-4.70	14.42	3
1.65	-4.42	3
2.53	-9.07	3
-5.12	24.09	3
0.26	-3.90	3
-0.48	1.56	3
2.88	-16.01	3
1.04	-1.48	3
5.74	-18.91	3
3.79	-11.09	3
2.62	-2.98	3
-3.17	10.75	3
1.53	-2.45	3
-3.09	5.11	3
1.88	-4.55	3
0.55	-5.64	3
0.76	-9.96	3
-1.53	2.56	3
-2.27	4.15	3
4.00	-15.99	3
2.64	-8.56	3
3.63	-18.05	3
-2.00	4.46	3
-0.20	-8.94	3
3.20	-4.79	3
0.37	-1.32	3
3.77	-15.71	3
0.73	0.15	3
-0.44	7.18	3
-2.75	3.74	3
-0.71	-0.96	3
-2.95	10.11	3
-0.83	-0.91	3
0.92	-6.10	3
2.84	-10.97	3
4.28	-17.29	3
-3.34	10.05	3
0.16	0.62	3
-2.69	6.68	3
2.35	-10.97	3
-3.18	12.24	3
0.12	0.43	3
2.95	-8.65	3
-6.72	18.72	3
3.97	-13.79	3
-1.45	2.54	3
-0.51	0.02	3
3.33	-13.93	3
2.20	-6.27	3
-1.21	4.60	3
1.62	-2.82	3
-3.21	10.58	3
-1.70	10.01	3
-0.40	3.74	3
-3.23	7.84	3
0.02	-6.26	3
-5.17	18.76	3
0.57	1.64	3
3.72	-14.26	3
-5.78	14.12	3
-0.21	3.05	3
-1.98	-0.13	3
-0.51	6.74	3
4.81	-8.03	3
3.27	-13.78	3
2.41	-2.43	3
-0.29	0.66	3
0.38	0.95	3
-2.32	9.81	3
-2.23	14.14	3
2.35	-8.68	3
-2.23	12.79	3
5.15	-12.48	3
0.83	-0.24	3
1.91	-10.16	3
-1.27	4.93	3
2.32	-12.31	3
3.02	-8.79	3
-1.13	6.94	3
0.13	-6.09	3
3.59	-14.06	3
-0.66	1.56	3
-3.23	10.49	3
-2.29	2.30	3
-0.79	2.20	3
-2.39	4.74	3
2.85	-7.08	3
-3.31	13.64	3
0.58	4.79	3
-1.35	2.76	3
-0.74	0.78	3
1.40	-6.86	3
-5.66	24.40	3
0.64	2.01	3
-1.96	5.16	3
1.62	-5.10	3
1.87	-4.53	3
-0.51	2.85	3
2.04	-8.67	3
-0.43	-0.56	3
-1.49	-3.90	3
-2.36	4.01	3
6.11	-21.74	3
1.27	-11.34	3
1.66	-4.92	3
-0.23	-2.53	3
-4.32	9.55	3
0.14	0.78	3
-1.78	8.09	3
-2.33	4.14	3
-0.48	0.51	3
-1.46	0.96	3
0.34	-0.61	3
-4.47	9.15	3
-2.67	8.49	3
-2.29	9.40	3
-3.49	13.31	3
-3.83	11.61	3
-0.50	2.64	3
0.23	-1.29	3
1.38	-5.54	3
-2.70	14.92	3
2.10	-1.76	3
1.62	-4.68	3
2.78	-10.79	3
-3.33	6.13	3
0.26	-1.66	3
-1.79	7.51	3
1.34	-4.64	3
2.57	-4.40	3
0.19	3.86	3
1.28	3.96	3
3.18	-11.70	3
-2.22	8.85	3
1.26	-7.14	3
-3.01	0.40	3
2.40	-9.25	3
-5.58	13.89	3
3.63	-7.59	3
7.39	-24.85	3
5.11	-16.40	3
2.64	-13.50	3
0.97	4.23	3
0.98	3.50	3
-2.77	7.30	3
-5.97	16.24	3
3.46	-9.91	3
-4.65	17.35	3
2.10	-11.22	3
0.53	-0.88	3
1.53	0.07	3
-1.24	5.64	3
3.02	-6.17	3
-1.01	7.47	3
1.81	-11.20	3
-1.58	3.30	3
1.20	-5.11	3
0.65	2.64	3
-5.53	19.41	3
0.57	-5.00	3
-1.01	-0.85	3
1.05	-7.00	3
2.33	-7.16	3
1.78	-7.31	3
-0.77	-2.59	3
0.77	1.42	3
-5.41	17.29	3
1.78	-9.74	3
-3.81	11.04	3
-1.79	4.67	3
-2.40	14.22	3
0.18	-1.06	3
3.77	-11.58	3
-2.29	11.37	3
4.45	-15.32	3
1.99	-5.18	3
-0.77	2.15	3
-3.71	15.51	3
-4.26	20.80	3
-2.42	1.51	3
-0.52	2.62	3
-0.42	4.39	3
0.34	-2.77	3
-6.05	22.74	3
3.23	-10.77	3
0.66	-3.87	3
-2.01	7.26	3
-1.39	-0.63	3
3.33	-10.18	3
1.42	-2.82	3
7.47	-22.03	3
-0.95	-1.35	3
-2.33	15.10	3
0.47	-0.49	3
5.72	-23.35	3
0.89	-5.53	3
2.07	-14.18	3
-0.66	2.71	3
3.13	-8.06	3
0.08	6.66	3
-0.95	4.07	3
3.41	-6.91	3
3.48	-9.45	3
-0.02	-0.16	3
-1.42	7.09	3
2.44	-6.77	3
0.68	-4.86	3
-0.84	1.34	3
4.87	-11.70	3
0.54	-1.90	3
-6.18	23.95	3
1.51	-1.74	3
5.63	-17.65	3
1.17	-5.56	3
0.80	1.57	3
-2.40	14.23	3
-6.35	22.18	3
0.92	-6.65	3
1.20	-3.14	3
1.91	-6.04	3
-1.42	5.09	3
-2.79	11.01	3
-0.96	4.60	3
5.41	-15.70	3
2.16	-4.13	3
-0.27	-0.44	3
-4.78	16.99	3
1.86	-5.72	3
1.49	-4.39	3
0.03	3.20	3
-1.39	-0.38	3
-0.54	-0.71	3
-2.68	8.52	3
-1.36	3.08	3
1.83	-5.40	3
-0.40	7.89	3
0.89	-0.11	3
-2.96	11.10	3
-0.77	3.86	3
1.27	-3.71	3
-2.55	3.33	3
-1.41	12.79	3
-0.55	-0.44	3
-2.86	7.01	3
1.95	-9.05	3
-2.74	9.31	3
-1.34	8.86	3
-0.57	6.46	3
-0.24	0.45	3
-6.62	22.86	3
1.09	-3.97	3
3.21	-15.58	3
1.34	-10.62	3
0.46	3.16	3
1.43	-1.05	3
-0.37	5.91	3
-2.21	7.85	3
-0.40	1.09	3
-1.44	0.96	3
1.27	-3.10	3
-0.80	7.48	3
-3.61	8.79	3
0.36	-1.67	3
-2.39	9.62	3
2.94	-8.27	3
1.80	-1.06	3
-3.59	13.11	3
-2.11	8.16	3
2.07	-10.17	3
-0.18	1.06	3
-2.22	6.85	3
-1.40	4.29	3
-1.06	3.78	3
-1.27	6.82	3
2.45	-8.03	3
4.59	-12.83	3
-1.00	15.31	3
-1.48	6.42	3
0.80	0.12	3
-0.89	7.46	3
-1.28	6.46	3
0.09	-4.75	3
4.55	-19.80	3
0.89	-5.14	3
0.44	-0.41	3
4.12	-9.87	3
-0.26	-3.47	3
1.61	-12.92	3
-1.28	8.63	3
-1.01	7.79	3
-0.08	-0.95	3
-3.68	13.53	3
1.79	-5.73	3
4.47	-20.70	3
2.10	-6.31	3
3.49	-13.15	3
2.20	-5.60	3
-0.98	2.59	3
-5.05	18.72	3
-2.93	6.56	3
-3.38	2.95	3
-3.11	7.40	3
-0.30	-2.15	3
2.74	-13.93	3
1.93	-4.81	3
-2.10	11.08	3
-6.58	22.95	3
0.24	1.87	3
2.23	-1.60	3
-2.97	8.89	3
0.62	1.79	3
-2.25	6.60	3
1.64	-8.44	3
3.50	-10.82	3
1.60	-4.83	3
-0.07	4.17	3
3.14	-8.46	3
-4.07	16.48	3
-1.03	4.90	3
2.09	-7.76	3
2.59	-8.40	3
5.51	-20.49	3
-3.79	14.09	3
0.10	-1.01	3
-0.30	-0.32	3
-0.93	3.71	3
-2.61	8.83	3
1.82	-7.82	3
4.01	-12.46	3
-0.18	2.67	3
-4.78	18.40	3
