X1	X2	G
-1.21	0.18	2
0.06	5.27	2
-1.11	-1.09	2
-1.24	-2.46	2
-1.16	0.33	2
-0.18	2.89	2
0.45	7.26	2
0.82	7.62	2
-0.06	2.78	2
-1.22	-1.31	2
-0.42	1.97	2
0.18	5.59	2
-0.24	3.22	2
1.19	10.17	2
1.12	10.18	2
1.50	11.51	2
0.46	6.75	2
0.25	4.54	2
1.85	12.75	2
0.30	7.20	2
0.54	7.79	2
-2.30	-9.17	2
-0.09	4.66	2
-0.23	3.45	2
-1.22	-1.76	2
-0.05	4.10	2
-0.63	-0.45	2
-2.66	-10.64	2
-0.71	0.75	2
1.66	13.21	2
-0.37	3.68	2
0.54	6.95	2
-2.22	-7.86	2
0.02	5.03	2
-0.07	3.09	2
0.51	4.94	2
1.03	11.03	2
0.71	6.59	2
0.72	8.92	2
0.50	5.81	2
0.36	5.71	2
-0.75	1.02	2
-0.09	4.23	2
1.39	10.72	2
-0.67	-0.92	2
0.97	9.11	2
-0.31	1.94	2
1.01	9.05	2
-1.43	-3.35	2
-0.40	2.29	2
-0.10	1.42	2
-0.68	-1.03	2
-0.74	1.80	2
0.96	8.97	2
-1.14	-1.00	2
0.71	6.61	2
-0.20	4.26	2
0.44	7.20	2
0.55	7.12	2
-0.49	0.56	2
-1.03	-1.90	2
-1.80	-5.84	2
-0.26	4.02	2
0.61	7.78	2
-1.31	-1.50	2
-0.06	2.75	2
-0.17	3.31	2
-1.30	-2.14	2
0.15	5.16	2
1.67	14.22	2
1.27	11.02	2
-0.05	4.74	2
0.44	7.18	2
1.80	12.93	2
0.51	8.30	2
-0.11	3.03	2
-0.06	5.09	2
-0.69	0.67	2
0.05	1.75	2
0.06	4.10	2
-0.58	-0.44	2
0.13	5.16	2
0.20	3.67	2
-0.76	2.10	2
1.11	9.44	2
-0.27	2.14	2
1.49	12.69	2
0.23	4.79	2
0.72	6.92	2
-1.99	-5.88	2
-0.55	0.35	2
0.19	4.77	2
-1.80	-6.95	2
-1.03	-1.23	2
0.20	4.11	2
0.84	7.40	2
1.31	9.76	2
0.06	5.41	2
-1.71	-2.16	2
0.47	6.10	2
-0.13	1.93	2
0.77	7.51	2
0.37	5.81	2
1.12	6.77	2
-0.12	3.28	2
-2.67	-11.68	2
-0.80	1.73	2
2.17	14.41	2
0.02	3.63	2
0.06	3.57	2
-0.64	1.91	2
1.35	11.52	2
-1.01	0.29	2
0.56	6.52	2
-1.48	-4.43	2
-1.11	-0.57	2
0.08	3.79	2
-0.45	2.97	2
2.01	13.84	2
1.77	12.28	2
1.33	10.54	2
-0.52	1.31	2
-0.88	-0.27	2
-0.41	0.81	2
-0.24	1.64	2
1.73	12.32	2
-0.80	0.42	2
0.47	6.50	2
0.81	7.37	2
-0.80	-1.52	2
0.27	5.18	2
-0.90	1.81	2
1.08	11.32	2
-0.55	1.35	2
0.66	7.79	2
0.87	9.16	2
1.65	11.22	2
-2.48	-10.08	2
-0.22	0.82	2
-2.18	-7.34	2
0.03	2.25	2
0.14	4.85	2
-1.80	-6.70	2
1.38	11.27	2
0.01	4.88	2
0.23	6.27	2
-0.02	2.31	2
-1.03	0.07	2
-1.26	-2.61	2
-1.39	-3.99	2
-0.96	-1.43	2
0.72	6.75	2
0.25	3.77	2
-1.01	0.07	2
0.94	8.56	2
-0.31	0.82	2
0.67	6.36	2
-2.30	-7.79	2
1.21	8.91	2
-2.11	-6.23	2
-0.46	1.44	2
-0.48	2.47	2
-0.24	2.77	2
-0.64	-0.69	2
0.82	6.89	2
0.97	7.76	2
0.49	5.91	2
0.76	7.86	2
-2.05	-4.79	2
0.93	8.75	2
-0.37	0.61	2
1.76	12.75	2
-1.78	-4.51	2
0.48	7.78	2
0.34	6.73	2
-0.50	-1.02	2
0.38	5.71	2
-0.42	3.24	2
0.90	9.75	2
1.37	9.24	2
-1.05	-0.81	2
-0.01	5.12	2
-1.40	-1.49	2
0.28	3.61	2
0.52	6.15	2
0.73	8.48	2
-0.32	2.80	2
1.52	12.09	2
-1.42	-3.35	2
-1.86	-6.88	2
0.57	5.94	2
0.68	6.98	2
1.00	10.08	2
-2.51	-7.40	2
1.62	12.69	2
0.12	5.81	2
0.61	7.62	2
-0.59	1.35	2
0.02	3.39	2
0.22	5.20	2
-0.41	1.51	2
-0.94	-0.13	2
-2.37	-6.31	2
-0.57	1.94	2
-0.49	2.76	2
-0.10	3.63	2
0.21	5.44	2
0.29	4.74	2
-0.44	1.71	2
-0.41	0.77	2
-2.59	-9.60	2
-0.49	0.27	2
1.68	14.01	2
1.44	11.95	2
-0.66	0.20	2
-1.29	-2.44	2
-0.41	0.57	2
1.55	9.73	2
-1.05	-0.24	2
0.00	2.99	2
1.07	10.99	2
-0.16	4.44	2
-0.39	2.45	2
-0.33	3.38	2
1.44	10.46	2
-0.05	2.26	2
-0.08	4.23	2
0.24	5.39	2
0.05	4.77	2
0.82	7.96	2
-0.46	2.39	2
-0.36	1.26	2
-0.35	2.18	2
-0.75	-0.40	2
-1.68	-3.46	2
-0.33	3.32	2
0.17	3.95	2
-0.09	3.50	2
-0.67	-0.02	2
0.57	7.85	2
-0.39	2.00	2
2.15	15.75	2
0.44	3.93	2
-0.68	1.76	2
1.04	10.48	2
-2.15	-8.18	2
-0.86	-1.96	2
-0.72	0.56	2
0.25	4.39	2
-0.03	5.13	2
-1.00	-1.34	2
0.76	8.57	2
-0.06	2.52	2
-1.88	-5.26	2
0.04	5.16	2
1.35	11.65	2
1.14	10.01	2
1.46	11.57	2
-0.71	-0.45	2
-1.59	-3.25	2
0.56	5.23	2
1.47	11.61	2
-0.98	0.23	2
0.65	6.95	2
-0.66	0.36	2
1.42	11.65	2
0.04	5.21	2
-1.18	-2.62	2
1.18	10.28	2
-1.17	-0.12	2
3.94	24.67	2
1.62	12.36	2
-0.93	0.73	2
-0.17	2.77	2
-1.51	-4.77	2
-0.66	1.99	2
1.54	12.62	2
-1.79	-5.27	2
2.05	14.06	2
1.54	12.63	2
-1.35	-2.62	2
-0.92	-1.66	2
-0.50	-0.47	2
1.00	9.57	2
-0.66	0.64	2
-0.09	3.46	2
0.00	3.23	2
-1.04	1.29	2
0.96	8.53	2
1.29	10.05	2
1.51	10.91	2
1.40	11.37	2
0.21	6.10	2
-0.50	0.33	2
1.18	9.83	2
-0.40	3.39	2
-0.08	4.65	2
0.47	6.66	2
-0.26	2.93	2
-0.12	4.25	2
0.39	5.95	2
0.16	5.33	2
0.55	5.57	2
-0.44	0.79	2
0.44	7.34	2
-0.41	2.09	2
0.01	4.49	2
0.23	4.69	2
0.60	7.42	2
0.20	5.20	2
-0.07	3.51	2
-0.33	1.75	2
-1.38	-2.66	2
-0.71	-0.27	2
-0.19	3.78	2
-0.13	3.86	2
-0.20	2.65	2
-0.24	0.83	2
-0.37	3.93	2
0.16	6.22	2
0.01	4.53	2
-0.18	3.17	2
0.30	7.13	2
-1.02	-2.54	2
-0.51	2.53	2
-2.06	-7.83	2
0.18	4.12	2
-1.23	-3.01	2
-0.18	6.01	2
-1.05	-2.03	2
0.06	4.64	2
0.97	8.44	2
0.79	7.23	2
0.71	8.26	2
-0.09	1.68	2
0.74	6.83	2
1.47	10.29	2
-0.30	2.03	2
0.72	6.32	2
-0.33	0.18	2
0.91	8.71	2
-0.68	0.52	2
0.25	3.94	2
0.40	6.59	2
-0.01	4.11	2
-1.34	-3.15	2
0.25	6.32	2
-1.62	-3.64	2
0.51	5.50	2
-0.12	3.39	2
1.39	10.70	2
-0.93	-0.58	2
0.29	6.65	2
0.45	6.39	2
-0.30	-0.05	2
1.76	12.82	2
0.29	5.17	2
-1.09	-0.98	2
-0.40	3.40	2
0.96	8.10	2
-0.63	0.50	2
0.04	4.84	2
0.08	6.63	2
-0.12	5.19	2
0.48	6.73	2
2.10	16.95	2
0.52	6.06	2
0.30	5.06	2
1.34	9.96	2
-0.48	2.12	2
-1.66	-3.75	2
0.35	4.74	2
-0.80	-0.63	2
0.28	4.44	2
0.20	5.19	2
-0.75	0.15	2
0.09	4.25	2
-1.19	-4.02	2
1.12	8.80	2
0.90	9.27	2
1.58	10.91	2
0.79	10.12	2
2.36	14.66	2
1.93	14.34	2
0.09	3.62	2
0.17	4.01	2
1.26	11.02	2
0.26	5.49	2
-2.60	-10.17	2
-1.42	-1.99	2
2.01	13.03	2
-0.32	1.66	2
-0.38	3.10	2
-0.63	1.37	2
0.06	4.01	2
2.39	13.07	2
-1.35	-3.11	2
0.38	6.97	2
-0.33	2.51	2
0.50	5.59	2
1.05	10.02	2
0.44	8.23	2
1.05	9.07	2
1.42	12.58	2
-0.65	0.46	2
1.39	11.22	2
0.69	8.05	2
0.31	5.27	2
1.80	11.39	2
-0.60	1.19	2
0.32	5.23	2
0.26	4.31	2
-0.14	3.41	2
-1.30	-2.99	2
0.20	5.67	2
0.24	4.54	2
0.71	8.43	2
-0.35	2.18	2
0.01	2.35	2
0.72	6.46	2
0.05	3.75	2
-1.15	-2.86	2
0.78	9.64	2
1.06	9.22	2
0.16	6.63	2
0.09	3.86	2
-2.27	-6.82	2
-0.73	-0.30	2
0.35	5.22	2
1.53	9.64	2
0.66	6.78	2
-0.87	-1.45	2
0.24	3.85	2
0.53	4.94	2
0.05	4.80	2
0.72	8.38	2
-0.51	1.35	2
-0.19	2.41	2
0.43	6.76	2
0.04	4.03	2
-1.42	-2.44	2
0.90	8.05	2
-0.09	1.49	2
0.21	6.08	2
2.83	18.46	2
-1.39	-0.96	2
0.52	6.85	2
0.99	7.11	2
1.06	10.91	2
0.18	5.71	2
0.00	4.84	2
1.23	9.19	2
0.84	9.32	2
-0.74	0.41	2
-0.49	2.36	2
1.03	9.67	2
-1.59	-4.15	2
-0.68	1.19	2
0.95	8.06	2
-0.16	4.37	2
-1.88	-4.49	2
-0.21	2.08	2
2.42	14.94	2
0.39	7.10	2
1.26	9.31	2
1.06	11.63	2
-0.36	4.03	2
2.08	14.64	2
-0.08	2.77	2
0.52	6.70	2
-1.06	-1.93	2
-1.71	-3.24	2
-0.69	0.13	2
-0.04	3.73	2
1.01	9.56	2
-0.89	-1.03	2
0.46	7.05	2
-0.78	-0.02	2
-1.19	-1.21	2
0.46	5.96	2
-1.27	-3.41	2
-0.64	1.84	2
0.00	4.12	2
-1.76	-3.31	2
-1.74	-4.87	2
-0.29	1.90	2
0.04	3.24	2
0.47	4.94	2
-1.51	-3.25	2
0.72	7.13	2
-0.51	2.71	2
1.27	10.49	2
-0.53	0.41	2
0.84	8.04	2
-1.35	-0.93	2
-0.17	2.97	2
0.13	4.80	2
0.56	8.43	2
0.08	6.41	2
-0.60	0.12	2
-0.36	1.18	2
0.43	7.00	2
-2.05	-7.95	2
-0.68	1.18	2
0.93	7.85	2
0.69	6.67	2
-0.60	2.12	2
-0.77	0.00	2
-1.97	-7.24	2
-1.32	-3.16	2
-1.79	-6.36	2
1.85	14.16	2
-1.19	-0.78	2
-0.25	-0.25	2
0.38	4.02	2
0.93	9.56	2
0.22	4.18	2
-2.35	-7.45	2
-1.64	-4.95	2
-0.05	4.34	2
0.79	8.17	2
1.49	12.05	2
-0.50	2.46	2
-0.12	2.11	2
1.16	10.47	2
0.81	7.79	2
0.62	7.59	2
-1.15	-2.08	2
0.02	3.71	2
-1.58	-4.43	2
-2.18	-7.14	2
-0.46	2.30	2
-0.52	1.78	2
-0.64	-0.49	2
-1.71	-4.94	2
0.13	5.38	2
1.21	8.91	2
1.07	9.45	2
-0.46	2.10	2
-0.14	4.72	2
-0.31	1.54	2
-0.92	-1.15	2
0.60	6.18	2
0.95	9.86	2
0.27	6.02	2
0.69	8.02	2
-0.18	0.57	2
-0.16	4.33	2
0.22	4.91	2
1.99	13.63	2
-0.83	-2.27	2
0.01	4.94	2
0.26	4.65	2
-0.39	2.40	2
-1.02	-2.52	2
1.34	10.64	2
-1.72	-5.49	2
-0.51	2.05	2
-2.20	-9.01	2
-0.42	1.87	2
0.00	4.76	2
-0.32	3.31	2
0.45	5.41	2
0.14	5.79	2
-0.05	3.54	2
1.11	10.06	2
-0.20	4.10	2
0.63	6.92	2
-0.02	3.98	2
-0.67	1.40	2
0.87	8.56	2
-0.36	2.32	2
1.91	14.41	2
-0.90	-1.51	2
-0.17	5.33	2
-1.00	-1.10	2
1.22	9.38	2
-0.30	2.46	2
-0.48	2.50	2
0.41	5.36	2
-0.39	2.97	2
-0.38	2.27	2
-0.11	4.95	2
-0.09	2.65	2
0.23	4.43	2
-0.52	1.61	2
0.30	5.97	2
-0.25	1.45	2
1.48	11.86	2
0.97	9.79	2
-2.16	-7.50	2
0.76	6.40	2
-0.64	0.75	2
0.94	8.12	2
-2.56	-6.54	2
0.44	7.37	2
-0.13	3.33	2
2.39	14.63	2
-1.64	-3.71	2
0.78	7.49	2
0.42	6.65	2
-0.22	3.81	2
-0.38	1.90	2
0.53	5.61	2
-0.91	-1.97	2
0.41	4.77	2
-0.62	0.84	2
-0.47	3.03	2
-1.17	-1.58	2
0.94	8.21	2
0.64	7.35	2
0.25	3.36	2
-0.07	5.73	2
-0.51	0.08	2
2.36	14.78	2
1.62	10.97	2
0.74	6.13	2
1.29	12.25	2
-1.78	-4.87	2
0.55	6.31	2
-0.32	2.48	2
0.39	5.50	2
0.74	7.17	2
0.86	7.38	2
-1.08	-2.00	2
0.03	5.01	2
-2.17	-7.01	2
-1.36	-2.25	2
1.21	9.77	2
1.60	11.01	2
-0.12	2.82	2
0.18	4.79	2
-0.06	4.90	2
0.44	6.43	2
-0.32	3.71	2
0.85	8.52	2
-0.56	1.21	2
-1.54	-3.84	2
0.73	5.97	2
0.16	5.70	2
-0.86	0.37	2
-1.32	-2.37	2
1.36	11.27	2
-1.25	-0.47	2
0.44	5.74	2
-1.09	-2.43	2
0.73	9.21	2
0.66	6.53	2
-0.50	2.33	2
-1.05	-3.00	2
-0.31	2.16	2
0.78	6.04	2
0.29	3.80	2
-0.93	0.35	2
-0.19	4.06	2
0.86	8.32	2
-1.10	-1.08	2
1.45	11.71	2
0.24	5.87	2
-0.62	1.45	2
0.22	5.05	2
-0.23	4.55	2
-1.77	-6.34	2
-0.97	-1.30	2
-0.38	1.40	2
1.12	9.61	2
0.28	4.32	2
-0.29	1.51	2
-0.74	-1.22	2
-2.19	-8.04	2
0.18	2.81	2
0.58	6.13	2
-0.46	1.61	2
-0.27	4.20	2
-1.70	-2.64	2
0.96	9.20	2
-0.31	1.90	2
0.18	3.95	2
-0.79	0.89	2
-0.21	5.16	2
1.38	12.42	2
-1.16	-3.94	2
1.74	11.81	2
1.50	10.39	2
-1.16	-3.50	2
-0.75	-0.10	2
-0.40	1.22	2
-0.12	3.69	2
0.12	3.78	2
0.17	4.84	2
0.63	6.75	2
-0.60	1.55	2
-0.03	5.21	2
1.32	11.72	2
1.44	13.06	2
-0.24	3.42	2
-0.94	-0.41	2
-0.03	3.80	2
-0.78	-1.21	2
-0.10	4.91	2
-1.23	-1.81	2
0.41	5.14	2
-2.35	-7.89	2
0.20	6.53	2
0.48	7.74	2
-1.09	-0.94	2
-0.47	0.46	2
0.53	5.31	2
-0.16	4.20	2
0.89	7.46	2
1.24	10.78	2
-0.38	3.30	2
-0.37	2.75	2
0.97	7.09	2
1.05	10.52	2
-0.30	2.10	2
0.16	4.92	2
-0.74	1.39	2
-0.77	-0.64	2
0.53	6.55	2
-0.39	3.87	2
0.04	4.22	2
-1.37	-3.08	2
-0.16	3.32	2
-0.82	-1.21	2
0.72	4.94	2
-0.22	1.06	2
0.61	8.46	2
2.04	20.98	3
0.63	12.41	3
-0.57	7.16	3
0.06	11.50	3
0.18	10.87	3
-2.11	-1.52	3
1.63	17.02	3
-0.90	6.91	3
2.51	21.71	3
-2.42	-1.93	3
1.23	16.51	3
-0.83	6.07	3
0.15	10.63	3
-0.65	7.69	3
0.31	13.85	3
0.27	11.22	3
-1.40	3.27	3
1.57	15.86	3
-0.22	11.36	3
-0.50	7.65	3
0.29	11.09	3
0.42	10.63	3
-0.91	5.55	3
-1.02	4.78	3
-0.45	7.39	3
-0.98	5.50	3
0.68	13.74	3
-0.75	4.86	3
-0.78	6.17	3
-0.35	8.21	3
0.79	15.13	3
0.97	15.33	3
0.83	13.74	3
-0.71	4.57	3
-0.80	5.79	3
1.39	16.87	3
1.59	17.69	3
-0.27	7.97	3
0.75	14.16	3
0.98	15.43	3
-0.40	9.15	3
0.15	9.13	3
2.03	20.25	3
-0.68	6.67	3
-0.64	5.59	3
1.12	13.33	3
-1.50	3.72	3
-0.85	6.80	3
1.07	15.80	3
-0.43	7.12	3
-1.06	5.65	3
-1.78	0.93	3
1.19	16.50	3
0.25	10.66	3
0.82	14.92	3
1.24	17.10	3
0.58	13.40	3
1.15	15.56	3
-2.41	-2.07	3
0.41	12.87	3
0.34	12.99	3
1.05	14.64	3
-0.83	8.12	3
-0.84	4.97	3
0.51	12.93	3
0.95	13.79	3
0.11	11.78	3
2.06	20.95	3
0.45	13.77	3
0.11	9.02	3
-0.48	8.86	3
0.22	13.46	3
1.03	15.82	3
-0.14	8.90	3
1.16	15.44	3
-0.51	6.64	3
-0.24	8.47	3
0.40	11.29	3
-0.18	10.92	3
-1.57	1.20	3
-0.27	8.21	3
-0.22	9.28	3
0.01	8.58	3
-1.18	4.72	3
0.54	13.87	3
0.95	12.83	3
0.36	12.61	3
-0.52	6.91	3
-1.24	5.56	3
-0.26	9.84	3
-0.30	7.92	3
-0.41	8.70	3
1.30	16.78	3
1.58	18.00	3
-1.79	1.41	3
0.27	9.50	3
-0.27	8.91	3
-0.11	9.13	3
-0.75	4.30	3
-0.98	4.81	3
0.45	12.21	3
-0.17	10.60	3
-1.63	2.76	3
0.05	9.77	3
-1.29	2.91	3
-0.06	10.89	3
0.20	11.02	3
0.49	12.58	3
-0.70	7.27	3
1.50	19.30	3
2.56	23.23	3
0.15	10.39	3
-0.37	7.50	3
1.54	17.49	3
-0.62	6.15	3
1.55	19.26	3
1.37	16.76	3
1.20	14.60	3
0.04	10.73	3
-0.68	6.90	3
1.44	16.91	3
-0.06	10.93	3
0.80	14.42	3
-0.83	5.54	3
0.70	13.81	3
2.19	21.99	3
0.21	10.69	3
-0.89	5.44	3
-1.90	0.23	3
0.79	14.45	3
-0.92	5.01	3
0.42	13.41	3
-0.54	8.03	3
-0.72	4.50	3
-1.12	4.15	3
-1.11	5.17	3
0.02	9.21	3
0.12	10.81	3
-0.19	8.24	3
1.09	16.43	3
-0.26	9.46	3
-0.12	9.33	3
-0.82	5.01	3
-0.49	7.50	3
2.48	21.63	3
-0.43	8.80	3
0.57	12.74	3
0.34	10.86	3
1.49	18.12	3
1.14	14.05	3
1.34	15.06	3
0.46	11.50	3
-1.77	2.14	3
0.05	11.73	3
0.33	11.84	3
0.16	9.91	3
-0.99	4.02	3
0.54	13.00	3
0.61	13.44	3
0.23	9.87	3
-0.88	6.78	3
1.27	17.55	3
0.34	13.43	3
-0.42	7.35	3
-1.26	4.21	3
-1.36	3.92	3
-0.91	5.86	3
0.49	12.52	3
-0.57	6.93	3
0.46	12.71	3
-1.16	4.86	3
-0.02	10.70	3
1.71	17.28	3
0.42	10.90	3
1.31	17.16	3
-0.64	7.79	3
-1.21	3.67	3
-1.19	3.10	3
0.08	10.33	3
0.98	15.37	3
-0.72	7.69	3
0.09	10.15	3
0.49	13.14	3
2.04	20.73	3
-0.75	6.16	3
0.98	12.64	3
-1.38	2.18	3
-0.95	4.71	3
0.35	12.55	3
0.92	12.67	3
1.13	13.09	3
-0.78	4.96	3
-1.12	5.17	3
1.03	16.01	3
0.75	12.89	3
-1.42	2.09	3
-0.36	8.63	3
0.39	11.44	3
-0.15	9.70	3
-1.19	3.81	3
-0.90	5.31	3
0.64	14.33	3
1.17	15.49	3
0.06	10.45	3
-0.98	3.80	3
0.02	9.47	3
-0.86	4.62	3
0.29	11.01	3
1.14	15.58	3
1.59	16.59	3
0.87	12.96	3
0.99	14.84	3
0.55	13.66	3
1.04	15.59	3
0.34	11.24	3
-0.32	8.03	3
0.77	14.71	3
0.07	9.02	3
1.78	21.58	3
-0.70	6.26	3
-0.57	7.37	3
-1.45	1.08	3
1.50	16.74	3
0.48	10.40	3
0.33	11.10	3
0.87	14.46	3
-0.66	5.59	3
0.24	12.97	3
2.24	23.12	3
-1.02	4.02	3
-1.43	3.31	3
0.12	10.16	3
1.30	14.85	3
-0.46	8.89	3
0.63	11.85	3
0.89	13.76	3
0.79	13.39	3
0.60	12.71	3
-0.49	7.96	3
1.56	16.74	3
1.89	17.78	3
-0.19	8.10	3
-1.16	3.44	3
1.22	16.06	3
0.14	8.81	3
1.61	17.55	3
0.09	11.11	3
-0.14	7.95	3
0.26	10.56	3
0.71	13.24	3
0.82	12.91	3
0.58	13.26	3
0.63	11.36	3
-0.18	9.50	3
0.36	13.18	3
-0.93	4.27	3
-0.65	6.76	3
-0.16	9.86	3
0.00	10.33	3
0.38	11.69	3
-0.65	7.13	3
-0.80	7.10	3
0.08	12.51	3
-0.81	5.88	3
-0.67	5.79	3
1.15	14.77	3
-0.39	8.05	3
-0.88	5.69	3
-0.72	7.26	3
0.91	14.91	3
-1.83	1.47	3
-1.76	1.55	3
2.77	23.53	3
-1.24	2.50	3
-1.67	2.32	3
-0.53	6.71	3
-0.06	11.28	3
-0.73	5.34	3
-1.28	4.96	3
-0.18	9.88	3
0.45	13.52	3
-1.31	4.84	3
-0.84	5.60	3
-0.28	9.85	3
-0.80	6.52	3
-1.14	5.45	3
1.39	16.74	3
1.84	19.03	3
-0.79	5.59	3
-0.49	6.90	3
-0.29	8.50	3
0.03	10.83	3
1.13	15.29	3
-1.61	2.81	3
0.50	13.53	3
0.70	13.53	3
-0.12	10.74	3
-0.52	8.49	3
-0.02	10.48	3
1.08	16.31	3
0.46	13.13	3
0.25	9.97	3
-1.46	2.75	3
-0.08	7.90	3
0.17	11.00	3
0.83	11.77	3
-0.01	11.59	3
-1.58	2.08	3
1.20	16.89	3
-1.49	4.90	3
0.80	14.56	3
-1.44	2.46	3
-1.53	2.59	3
0.71	11.82	3
-1.63	1.04	3
-2.29	-1.45	3
-0.84	5.73	3
0.66	11.61	3
-2.34	-1.18	3
0.66	14.44	3
0.62	11.31	3
0.42	12.99	3
0.98	14.08	3
-1.06	7.22	3
0.72	14.01	3
1.50	19.53	3
-1.11	4.69	3
0.61	13.54	3
0.54	11.88	3
1.19	16.29	3
-3.39	-7.56	3
2.25	19.86	3
-2.07	2.12	3
-0.04	10.50	3
-1.42	5.13	3
0.09	8.49	3
0.74	11.26	3
-0.44	8.59	3
0.92	14.03	3
-2.13	-0.19	3
-0.47	7.54	3
0.44	12.49	3
0.48	12.40	3
-0.06	9.99	3
-0.30	7.17	3
-0.51	7.08	3
1.35	15.86	3
-0.06	8.99	3
0.07	11.08	3
2.28	21.99	3
-1.56	3.02	3
1.31	16.85	3
-0.98	5.29	3
-0.49	7.69	3
-0.59	6.28	3
1.07	15.44	3
-0.65	6.45	3
-1.05	3.86	3
0.85	15.21	3
0.46	11.03	3
-1.42	3.00	3
0.16	10.92	3
-0.51	6.93	3
0.75	13.82	3
0.95	14.19	3
-0.07	9.84	3
0.34	13.43	3
-0.13	8.98	3
0.36	11.20	3
-0.01	9.15	3
0.82	14.16	3
1.97	21.07	3
0.80	13.96	3
0.14	9.68	3
1.21	15.74	3
-0.18	7.63	3
-0.34	9.40	3
-0.20	9.62	3
-0.99	3.86	3
-0.14	9.85	3
0.44	11.25	3
-1.66	1.57	3
-0.66	6.02	3
-0.98	7.31	3
0.54	12.89	3
-0.89	5.76	3
0.06	11.13	3
-0.16	9.55	3
-0.83	8.28	3
0.40	11.14	3
-2.02	0.78	3
-0.23	7.81	3
0.42	12.56	3
-1.14	4.23	3
-0.11	9.22	3
-0.11	11.87	3
1.78	18.37	3
-0.06	9.51	3
-0.52	6.37	3
-0.52	7.48	3
-0.15	9.04	3
0.71	13.55	3
-1.35	3.25	3
-1.91	0.21	3
-0.76	5.90	3
0.61	13.88	3
-1.08	4.27	3
-0.97	5.10	3
0.20	11.66	3
0.21	10.40	3
0.98	14.76	3
0.79	13.32	3
-0.12	10.37	3
2.37	21.63	3
0.29	10.84	3
1.21	15.54	3
1.31	18.64	3
0.62	13.50	3
1.25	18.04	3
-0.68	6.90	3
0.50	11.50	3
-2.15	-0.84	3
-0.26	8.76	3
1.26	17.98	3
0.38	13.89	3
-0.33	7.47	3
0.79	13.20	3
-0.80	6.52	3
-0.88	7.63	3
0.25	8.08	3
0.15	10.67	3
0.79	13.54	3
-0.45	9.31	3
-1.57	2.56	3
-0.61	6.79	3
0.20	12.05	3
-1.66	0.33	3
0.19	9.72	3
-0.63	7.96	3
-2.17	-2.10	3
1.16	16.44	3
0.68	13.44	3
-0.94	5.19	3
-1.35	2.44	3
-0.07	10.43	3
-2.15	-0.58	3
-1.10	4.12	3
-1.88	-0.29	3
2.00	18.19	3
-0.87	7.16	3
-0.51	8.13	3
-2.06	-0.27	3
0.09	11.54	3
-1.38	2.91	3
1.41	17.51	3
0.77	14.02	3
0.39	12.94	3
0.41	11.17	3
1.65	18.22	3
-0.22	7.57	3
0.32	12.58	3
0.17	10.52	3
1.87	18.70	3
-0.91	6.05	3
1.09	16.08	3
-0.06	9.44	3
0.03	10.16	3
-0.40	7.03	3
0.38	13.55	3
-1.32	3.58	3
0.59	13.42	3
-0.34	8.56	3
0.41	10.86	3
-0.81	5.36	3
-1.37	1.94	3
-0.49	8.59	3
0.00	10.41	3
-0.85	3.81	3
-0.47	7.53	3
-0.01	7.76	3
-0.18	7.62	3
-0.32	7.81	3
-0.51	8.12	3
-0.71	6.25	3
0.68	13.34	3
0.32	11.28	3
0.51	12.21	3
0.11	10.54	3
0.77	14.86	3
-1.07	3.12	3
0.22	12.34	3
0.33	12.87	3
1.04	15.54	3
-0.10	9.20	3
0.08	9.43	3
-1.27	4.83	3
-2.64	-4.21	3
-0.29	10.29	3
0.05	10.62	3
0.00	10.53	3
1.19	14.33	3
1.35	16.26	3
0.45	12.90	3
-1.04	3.17	3
-1.54	1.14	3
0.38	12.02	3
-0.78	6.05	3
-0.84	5.27	3
-1.16	2.91	3
1.35	15.98	3
-1.49	3.68	3
2.02	19.65	3
2.06	19.43	3
-2.25	-1.44	3
0.81	12.97	3
0.99	16.06	3
0.64	13.69	3
1.11	16.08	3
1.56	18.26	3
-0.60	5.91	3
-0.45	7.38	3
0.55	12.87	3
1.73	19.23	3
0.11	10.85	3
-0.77	6.55	3
1.42	17.08	3
1.49	17.21	3
0.12	11.01	3
-0.18	8.36	3
-2.10	-0.68	3
1.05	14.54	3
0.19	11.51	3
-0.57	6.54	3
0.08	11.00	3
0.47	14.23	3
-0.69	6.53	3
0.27	12.61	3
-0.90	5.33	3
1.42	17.39	3
-0.85	8.60	3
0.07	8.72	3
-1.33	4.15	3
0.33	10.90	3
0.37	11.90	3
0.30	11.74	3
-1.36	3.42	3
-0.19	10.67	3
1.08	16.01	3
-0.17	9.54	3
-0.78	6.21	3
0.28	11.93	3
-0.57	5.40	3
0.32	11.37	3
-1.66	2.33	3
-0.36	6.86	3
-0.32	8.18	3
0.46	12.22	3
-0.30	7.53	3
1.36	16.40	3
1.01	16.43	3
0.27	10.92	3
-0.44	9.55	3
-0.71	5.88	3
-0.55	6.45	3
0.65	12.77	3
-0.45	7.76	3
0.20	11.26	3
0.94	12.90	3
0.39	12.35	3
0.12	10.29	3
0.46	11.14	3
-0.14	9.83	3
-0.14	9.15	3
1.94	20.50	3
0.67	11.13	3
-0.73	5.07	3
2.28	21.63	3
1.20	17.40	3
-1.35	3.38	3
-1.13	3.82	3
1.21	16.16	3
-1.20	3.76	3
-0.12	10.00	3
-1.89	0.61	3
1.72	17.09	3
0.48	13.04	3
-1.30	3.14	3
1.44	17.75	3
-1.29	2.92	3
